GPU,HASH,CONFIG,SPEED_MIN,SPEED_MAX,SPEED_MEAN,SPEED_MEDIAN,UTIL_MIN,UTIL_MAX,UTIL_MEAN,UTIL_MEDIAN,TEMP_MIN,TEMP_MAX,TEMP_MEAN,TEMP_MEDIAN,MEM_USED_MIN,MEM_USED_MAX,MEM_USED_MEAN,MEM_USED_MEDIAN,MEM_UTIL_MIN,MEM_UTIL_MAX,MEM_UTIL_MEAN,MEM_UTIL_MEDIAN,BUS_UTIL_MIN,BUS_UTIL_MAX,BUS_UTIL_MEAN,BUS_UTIL_MEDIAN
NVIDIA GeForce GTX 1080 Ti,AxCrypt2AES-256,dict2,35.0,39.0,36.28,36.0,61.0,67.0,64.61,65.0,57.0,59.0,57.5,57.0,1656.64,7767.29,6769.54,7767.29,14.71,68.96,60.1,68.96,0.0,99.0,70.94,84.0,
NVIDIA GeForce GTX 1080 Ti,bcrypt$2-$ Blowfish(Unix),dict2,291.0,291.0,291.0,291.0,86.0,86.0,86.0,86.0,57.0,57.0,57.0,57.0,1685.37,3479.83,2122.82,1817.58,14.96,30.89,18.85,16.14,0.0,93.0,19.2,1.0,
NVIDIA GeForce GTX 1080 Ti,bcrypt(md5($pass))-bcryptmd5,dict2,291.0,291.0,291.0,291.0,95.0,95.0,95.0,95.0,58.0,58.0,58.0,58.0,1528.77,3323.41,1993.65,1667.41,13.57,29.5,17.7,14.8,0.0,95.0,12.67,0.0,
NVIDIA GeForce GTX 1080 Ti,bcrypt(sha1($pass))-bcryptsha1,dict2,290.0,290.0,290.0,290.0,95.0,95.0,95.0,95.0,58.0,58.0,58.0,58.0,1538.18,3333.48,1980.64,1677.48,13.66,29.59,17.58,14.89,0.0,95.0,18.73,0.0,
NVIDIA GeForce GTX 1080 Ti,bcrypt(sha512($pass))-bcryptsha512,dict2,1.0,1.0,1.0,1.0,94.0,95.0,94.06,94.0,52.0,53.0,52.17,52.0,1533.93,3329.23,2719.54,3329.23,13.62,29.56,24.14,29.56,0.0,99.0,59.31,97.0,
NVIDIA GeForce GTX 1080 Ti,Bitcoin-Litecoinwallet.dat,dict2,2.0,2.0,2.0,2.0,90.0,92.0,91.11,91.0,57.0,58.0,57.17,57.0,1678.85,6327.15,5684.08,6324.46,14.9,56.17,50.46,56.15,0.0,93.0,73.18,90.0,
NVIDIA GeForce GTX 1080 Ti,BitLocker,dict2,1.0,1.0,1.0,1.0,98.0,99.0,98.94,99.0,58.0,58.0,58.0,58.0,1657.49,3046.79,2951.0,3046.79,14.71,27.05,26.2,27.05,0.0,100.0,87.48,98.0,
NVIDIA GeForce GTX 1080 Ti,Bitwarden,dict2,8.0,9.0,8.28,8.0,77.0,81.0,80.44,81.0,58.0,61.0,58.72,58.5,1656.64,6633.29,6036.24,6633.29,14.71,58.89,53.59,58.89,0.0,83.0,65.4,79.0,
NVIDIA GeForce GTX 1080 Ti,Blockchain MyWallet SecondPassword(SHA256),dict2,188.0,189.0,188.5,188.5,63.0,78.0,73.5,76.5,60.0,60.0,60.0,60.0,1670.88,6147.22,4654.94,6144.72,14.83,54.57,41.33,54.55,1.0,87.0,46.44,77.0,
NVIDIA GeForce GTX 1080 Ti,Blockchain MyWallet V2,dict2,244.0,245.0,244.5,244.5,82.0,83.0,82.5,82.5,60.0,60.0,60.0,60.0,1614.65,6593.95,4712.9,6549.95,14.33,58.54,41.84,58.15,0.0,98.0,45.5,45.0,
NVIDIA GeForce GTX 1080 Ti,Cisco-IOS$8$(PBKDF2-SHA256),dict2,55.0,61.0,57.25,56.5,74.0,83.0,76.38,76.0,58.0,60.0,58.5,58.0,1680.16,7676.96,6822.26,7666.27,14.92,68.15,60.57,68.06,0.0,97.0,64.75,76.0,
NVIDIA GeForce GTX 1080 Ti,Cisco-IOS$9$(scrypt),dict2,94.0,99.0,96.88,97.5,94.0,96.0,94.75,94.5,57.0,59.0,58.25,58.5,1681.12,3625.27,3170.99,3623.77,14.92,32.18,28.15,32.17,0.0,95.0,68.64,94.0,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 1024 bit (AES-Twofish),dict2,232.0,234.0,232.67,232.0,0.0,87.0,58.0,87.0,53.0,53.0,53.0,53.0,2156.04,9886.68,6989.61,9886.68,19.14,87.77,62.05,87.77,3.0,100.0,52.5,65.5,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 1024 bit (Serpent-AES),dict2,230.0,230.0,230.0,230.0,86.0,87.0,86.33,86.0,54.0,54.0,54.0,54.0,2161.89,9894.68,6995.42,9894.68,19.19,87.84,62.1,87.84,3.0,100.0,50.5,58.0,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 1024 bit (Twofish-Serpent),dict2,230.0,230.0,230.0,230.0,38.0,87.0,70.67,87.0,54.0,54.0,54.0,54.0,2150.95,9882.25,7305.29,9882.25,19.1,87.73,64.86,87.73,3.0,100.0,46.44,74.0,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 1536 bit (AES-Twofish-Serpent),dict2,77.0,107.0,91.55,89.0,59.0,70.0,67.09,69.0,50.0,55.0,52.0,51.0,2162.54,9893.18,8175.68,9893.18,19.2,87.83,72.58,87.83,3.0,93.0,55.11,91.0,
NVIDIA GeForce GTX 1080 Ti,DiskCryptor SHA512 + XTS 512 bit (Twofish),dict2,471.0,471.0,471.0,471.0,39.0,39.0,39.0,39.0,53.0,53.0,53.0,53.0,2159.6,9900.25,6030.8,6032.57,19.17,87.89,53.54,53.56,3.0,93.0,44.17,42.5,
NVIDIA GeForce GTX 1080 Ti,Django(PBKDF2-SHA256),dict2,53.0,61.0,56.53,56.0,65.0,83.0,75.94,76.0,58.0,60.0,58.35,58.0,1666.91,7648.33,6983.75,7648.33,14.8,67.9,62.0,67.9,0.0,75.0,56.89,71.0,
NVIDIA GeForce GTX 1080 Ti,DomainCachedCredentials2(DCC2) MSCache2,dict2,180.0,180.0,180.0,180.0,61.0,62.0,61.75,62.0,60.0,60.0,60.0,60.0,1663.59,6373.39,4603.26,6362.3,14.77,56.58,40.87,56.48,0.0,97.0,45.0,44.0,
NVIDIA GeForce GTX 1080 Ti,DPAPImasterkeyfilev1(context3),dict2,33.0,37.0,34.84,34.0,60.0,66.0,63.32,63.0,59.0,61.0,59.53,59.0,1641.48,7747.26,7157.26,7732.13,14.57,68.78,63.54,68.64,3.0,83.0,64.76,78.0,
NVIDIA GeForce GTX 1080 Ti,DPAPImasterkeyfilev1+localcontext,dict2,46.0,51.0,47.78,47.0,84.0,88.0,86.67,87.0,59.0,60.0,59.17,59.0,1685.8,7002.11,6156.06,6836.16,14.97,62.16,54.65,60.69,0.0,88.0,66.05,81.0,
NVIDIA GeForce GTX 1080 Ti,DPAPImasterkeyfilev2(context3),dict2,18.0,21.0,18.94,18.5,52.0,67.0,61.39,63.5,56.0,58.0,56.78,57.0,1643.84,9818.89,9133.25,9813.83,14.59,87.17,81.08,87.13,2.0,71.0,58.29,68.0,
NVIDIA GeForce GTX 1080 Ti,DPAPImasterkeyfilev2+ActiveDirectorydomaincontext,dict2,59.0,66.0,61.6,61.0,69.0,90.0,87.2,89.0,57.0,59.0,57.33,57.0,1641.84,8133.33,7367.1,8129.52,14.58,72.21,65.4,72.17,3.0,98.0,73.47,82.0,
NVIDIA GeForce GTX 1080 Ti,Drupal7,dict2,44.0,48.0,45.5,45.0,63.0,68.0,66.61,67.0,59.0,60.0,59.17,59.0,1670.41,6312.77,5822.42,6311.15,14.83,56.04,51.69,56.03,0.0,77.0,56.63,68.0,
NVIDIA GeForce GTX 1080 Ti,eCryptfs,dict2,4.0,5.0,4.17,4.0,68.0,77.0,74.56,75.0,58.0,61.0,58.78,59.0,1685.79,6349.02,5946.99,6328.0,14.97,56.37,52.8,56.18,1.0,97.0,81.04,95.0,
NVIDIA GeForce GTX 1080 Ti,ElectrumWallet(Salt-Type4),dict2,209.0,210.0,209.67,210.0,92.0,95.0,93.33,93.0,60.0,60.0,60.0,60.0,1658.14,7305.29,5893.79,7305.29,14.72,64.86,52.32,64.86,0.0,98.0,52.25,79.5,
NVIDIA GeForce GTX 1080 Ti,ElectrumWallet(Salt-Type5),dict2,211.0,212.0,211.5,211.5,95.0,95.0,95.0,95.0,60.0,60.0,60.0,60.0,1655.99,5209.29,3877.02,5209.29,14.7,46.25,34.42,46.25,0.0,95.0,47.5,47.5,
NVIDIA GeForce GTX 1080 Ti,EthereumPre-SaleWallet PBKDF2-HMAC-SHA256,dict2,391.0,391.0,391.0,391.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,1630.34,7645.33,5068.4,7620.39,14.47,67.87,45.0,67.65,2.0,75.0,29.71,3.0,
NVIDIA GeForce GTX 1080 Ti,EthereumWallet PBKDF2-HMAC-SHA256,dict2,2.0,3.0,2.17,2.0,63.0,74.0,67.83,68.0,58.0,61.0,59.11,59.0,1640.52,7635.57,6848.27,7627.51,14.56,67.79,60.8,67.72,2.0,71.0,56.87,69.0,
NVIDIA GeForce GTX 1080 Ti,EthereumWallet SCRYPT,dict2,0.0,0.0,0.0,0.0,91.0,100.0,97.27,100.0,57.0,60.0,57.93,58.0,1635.21,2040.88,2002.55,2037.01,14.52,18.12,17.78,18.08,3.0,100.0,84.04,94.0,
NVIDIA GeForce GTX 1080 Ti,ExodusDesktopWallet(scrypt),dict2,8.0,12.0,9.88,9.5,99.0,100.0,99.62,100.0,52.0,56.0,53.25,53.0,1533.08,8997.73,8024.18,8997.73,13.61,79.88,71.24,79.88,0.0,100.0,81.91,99.0,
NVIDIA GeForce GTX 1080 Ti,FileVault2,dict2,62.0,68.0,65.14,64.5,70.0,87.0,84.36,86.0,58.0,61.0,59.36,59.0,1639.41,6621.64,5955.14,6619.08,14.55,58.79,52.87,58.76,2.0,91.0,65.27,85.0,
NVIDIA GeForce GTX 1080 Ti,GRUB2,dict2,48.0,53.0,50.06,49.5,87.0,89.0,88.33,88.0,57.0,59.0,57.39,57.0,1661.31,7997.71,6992.03,7989.52,14.75,71.0,62.07,70.93,0.0,98.0,68.89,85.0,
NVIDIA GeForce GTX 1080 Ti,iPhonepasscode(UIDkey+SystemKeybag),dict2,26.0,29.0,27.22,27.0,65.0,75.0,68.28,68.0,57.0,60.0,58.17,58.0,1538.18,6263.48,5672.87,6263.48,13.66,55.61,50.36,55.61,0.0,73.0,57.0,68.0,
NVIDIA GeForce GTX 1080 Ti,iTunesbackup-10.0,dict2,103.0,110.0,106.62,106.5,35.0,79.0,71.62,77.0,58.0,60.0,58.62,58.0,1639.96,7505.39,6430.52,7490.77,14.56,66.63,57.09,66.5,1.0,98.0,59.18,76.0,
NVIDIA GeForce GTX 1080 Ti,iTunesbackup-=10.0,dict2,0.0,0.0,0.0,0.0,75.0,77.0,75.94,76.0,57.0,59.0,57.44,57.0,1621.22,2900.07,2730.42,2897.2,14.39,25.75,24.24,25.72,0.0,90.0,71.61,86.0,
NVIDIA GeForce GTX 1080 Ti,Juniper-NetBSDsha1crypt,dict2,163.0,166.0,165.25,166.0,49.0,87.0,76.0,84.0,58.0,59.0,58.75,59.0,1614.15,7473.7,5520.6,7473.45,14.33,66.35,49.01,66.35,0.0,98.0,58.11,84.0,
NVIDIA GeForce GTX 1080 Ti,KeePass1AES-withoutkeyfile,dict2,25.0,27.0,25.67,25.5,67.0,75.0,73.61,75.0,59.0,61.0,59.39,59.0,1620.9,6141.95,5536.37,6113.26,14.39,54.53,49.15,54.27,0.0,97.0,61.52,72.0,
NVIDIA GeForce GTX 1080 Ti,KeePass1Twofish-withkeyfile,dict2,235.0,235.0,235.0,235.0,36.0,82.0,66.33,81.0,60.0,61.0,60.33,60.0,1630.3,6138.2,4447.12,6124.95,14.47,54.49,39.48,54.38,1.0,85.0,31.75,1.0,
NVIDIA GeForce GTX 1080 Ti,Keepass2AES-withkeyfile,dict2,226.0,226.0,226.0,226.0,42.0,67.0,58.67,67.0,60.0,60.0,60.0,60.0,1629.59,6130.57,4200.63,6122.63,14.47,54.43,37.29,54.36,0.0,98.0,49.0,79.0,
NVIDIA GeForce GTX 1080 Ti,KeePass2AES-withoutkeyfile,dict2,268.0,268.0,268.0,268.0,15.0,79.0,47.0,47.0,60.0,60.0,60.0,60.0,1642.8,6135.45,4450.64,6134.33,14.58,54.47,39.51,54.46,0.0,86.0,33.75,4.0,
NVIDIA GeForce GTX 1080 Ti,Kerberos5 etype18 DB,dict2,303.0,303.0,303.0,303.0,84.0,84.0,84.0,84.0,58.0,58.0,58.0,58.0,1533.93,6721.41,4992.27,6721.23,13.62,59.67,44.32,59.67,0.0,85.0,36.0,24.0,
NVIDIA GeForce GTX 1080 Ti,Kerberos5 etype18 Pre-Auth,dict2,298.0,298.0,298.0,298.0,60.0,82.0,71.0,71.0,60.0,60.0,60.0,60.0,1693.22,6890.08,4663.35,6883.52,15.03,61.17,41.4,61.11,1.0,89.0,38.86,5.0,
NVIDIA GeForce GTX 1080 Ti,Kerberos5 etype18 TGS-REP(AES256-CTS-HMAC-SHA1-96),dict2,295.0,295.0,295.0,295.0,25.0,83.0,54.0,54.0,61.0,61.0,61.0,61.0,1670.84,6865.27,4639.14,6857.39,14.83,60.95,41.19,60.88,1.0,98.0,49.43,78.0,
NVIDIA GeForce GTX 1080 Ti,KNXIPSecure-DeviceAuthenticationCode,dict2,10.0,12.0,10.67,11.0,63.0,75.0,67.89,68.0,58.0,61.0,59.17,59.0,1538.74,7523.48,6775.39,7523.48,13.66,66.79,60.15,66.79,0.0,72.0,55.38,67.0,
NVIDIA GeForce GTX 1080 Ti,LotusNotes-Domino8,dict2,435.0,435.0,435.0,435.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,1680.81,6407.59,4043.45,4042.72,14.92,56.89,35.9,35.89,0.0,99.0,43.67,40.5,
NVIDIA GeForce GTX 1080 Ti,MetaMaskWallet,dict2,56.0,61.0,58.86,59.0,75.0,76.0,75.29,75.0,57.0,59.0,57.86,58.0,1539.39,7523.48,6326.83,7523.48,13.67,66.79,56.17,66.79,0.0,98.0,53.6,72.0,
NVIDIA GeForce GTX 1080 Ti,MongoDBServerKeySCRAM-SHA-1,dict2,221.0,221.0,221.0,221.0,42.0,75.0,63.67,74.0,59.0,59.0,59.0,59.0,1658.7,6382.79,5033.3,6382.79,14.73,56.67,44.68,56.67,0.0,73.0,36.71,41.0,
NVIDIA GeForce GTX 1080 Ti,MongoDBServerKeySCRAM-SHA-256,dict2,44.0,52.0,46.72,45.5,62.0,66.0,64.39,64.5,58.0,60.0,58.28,58.0,1650.08,6634.79,5698.66,6631.2,14.65,58.9,50.59,58.87,0.0,97.0,65.88,79.0,
NVIDIA GeForce GTX 1080 Ti,Mozillakey4.db,dict2,131.0,137.0,134.33,135.0,68.0,86.0,81.0,82.5,59.0,61.0,59.67,59.5,1538.18,6515.48,5409.48,6515.48,13.66,57.84,48.02,57.84,0.0,82.0,52.0,81.0,
NVIDIA GeForce GTX 1080 Ti,MSOffice2007,dict2,161.0,164.0,163.25,164.0,36.0,64.0,56.5,63.0,58.0,59.0,58.5,58.5,1666.81,6086.21,4613.42,6084.52,14.8,54.03,40.96,54.02,0.0,97.0,41.33,67.0,
NVIDIA GeForce GTX 1080 Ti,MSOffice2010,dict2,74.0,82.0,77.92,77.5,40.0,65.0,59.42,63.0,57.0,59.0,57.58,57.0,1672.85,6084.65,5401.13,6077.09,14.85,54.02,47.95,53.95,0.0,70.0,50.15,67.0,
NVIDIA GeForce GTX 1080 Ti,MSOffice2013,dict2,3.0,3.0,3.0,3.0,74.0,77.0,75.33,75.0,56.0,57.0,56.22,56.0,1666.66,2693.52,2555.54,2674.71,14.8,23.91,22.69,23.75,0.0,89.0,70.4,83.0,
NVIDIA GeForce GTX 1080 Ti,MSOffice2016-SheetProtection,dict2,3.0,4.0,3.26,3.0,89.0,92.0,90.95,91.0,56.0,58.0,56.89,57.0,1602.83,6243.48,5686.83,6243.48,14.23,55.43,50.49,55.43,0.0,99.0,78.0,94.0,
NVIDIA GeForce GTX 1080 Ti,MultiBitClassic.wallet(scrypt),dict2,10.0,12.0,11.07,11.0,99.0,100.0,99.33,99.0,52.0,57.0,54.6,56.0,1522.14,8986.79,8013.32,8986.79,13.51,79.78,71.14,79.78,0.0,100.0,82.74,99.0,
NVIDIA GeForce GTX 1080 Ti,MultiBitHD(scrypt),dict2,11.0,12.0,11.24,11.0,99.0,100.0,99.24,99.0,58.0,60.0,58.24,58.0,1652.64,9117.29,8099.6,9117.29,14.67,80.94,71.91,80.94,0.0,100.0,81.09,99.0,
NVIDIA GeForce GTX 1080 Ti,OpenDocumentFormat(ODF)1.2(SHA-256 AES),dict2,11.0,12.0,11.26,11.0,84.0,87.0,86.63,87.0,57.0,59.0,57.26,57.0,1668.73,6610.34,5990.75,6607.46,14.81,58.69,53.18,58.66,1.0,98.0,65.67,78.0,
NVIDIA GeForce GTX 1080 Ti,OracleT-Type(Oracle12+),dict2,111.0,118.0,115.14,116.0,77.0,81.0,79.43,80.0,58.0,60.0,58.86,58.0,1702.63,8019.4,6865.72,8014.71,15.12,71.19,60.95,71.15,2.0,75.0,48.91,67.0,
NVIDIA GeForce GTX 1080 Ti,PDF1.7Level8(Acrobat10-11),dict2,9.0,10.0,9.22,9.0,98.0,100.0,98.22,98.0,59.0,61.0,59.56,59.0,1680.85,6508.65,5902.64,6504.71,14.92,57.78,52.4,57.75,0.0,99.0,80.71,98.0,
NVIDIA GeForce GTX 1080 Ti,PostgreSQLSCRAM-SHA-256,dict2,232.0,233.0,232.67,233.0,22.0,78.0,59.0,77.0,57.0,57.0,57.0,57.0,1533.93,6511.23,5089.23,6511.23,13.62,57.81,45.18,57.81,0.0,96.0,48.0,79.0,
NVIDIA GeForce GTX 1080 Ti,Pythonpasslibpbkdf2-sha1,dict2,15.0,17.0,15.44,15.0,76.0,80.0,78.0,78.0,56.0,59.0,56.83,57.0,1702.21,7706.15,6893.18,7635.33,15.11,68.41,61.2,67.79,0.0,71.0,55.25,67.5,
NVIDIA GeForce GTX 1080 Ti,Pythonpasslibpbkdf2-sha256,dict2,37.0,42.0,39.21,39.0,74.0,77.0,75.95,76.0,57.0,59.0,57.42,57.0,1752.86,7756.65,7172.52,7715.52,15.56,68.86,63.68,68.5,0.0,84.0,65.18,79.0,
NVIDIA GeForce GTX 1080 Ti,Pythonpasslibpbkdf2-sha512,dict2,17.0,19.0,17.53,17.0,77.0,81.0,80.16,80.0,58.0,60.0,58.26,58.0,1682.91,8081.22,7461.26,7993.95,14.94,71.74,66.24,70.97,2.0,93.0,76.91,88.0,
NVIDIA GeForce GTX 1080 Ti,RAR3-hp,dict2,8.0,9.0,8.19,8.0,99.0,100.0,99.94,100.0,57.0,60.0,57.62,57.0,1632.36,7587.9,6816.22,7543.56,14.49,67.36,60.51,66.97,0.0,100.0,77.46,99.0,
NVIDIA GeForce GTX 1080 Ti,RAR3-p(Compressed),dict2,7.0,9.0,7.88,8.0,98.0,100.0,99.81,100.0,57.0,58.0,57.06,57.0,1658.14,7790.79,7024.3,7790.79,14.72,69.17,62.36,69.17,0.0,100.0,77.0,99.0,
NVIDIA GeForce GTX 1080 Ti,RAR3-p(Uncompressed),dict2,7.0,9.0,7.75,8.0,99.0,100.0,99.81,100.0,56.0,59.0,56.62,56.5,1657.49,7538.79,6886.87,7538.79,14.71,66.93,61.14,66.93,0.0,100.0,85.08,99.0,
NVIDIA GeForce GTX 1080 Ti,RAR5,dict2,21.0,24.0,22.17,22.0,63.0,73.0,67.5,67.0,58.0,60.0,58.39,58.0,1629.65,7615.57,7087.49,7607.26,14.47,67.61,62.92,67.54,1.0,77.0,60.13,70.0,
NVIDIA GeForce GTX 1080 Ti,RedHat389-DSLDAP(PBKDF2-HMAC-SHA256),dict2,145.0,150.0,148.0,149.0,32.0,77.0,66.2,74.0,58.0,60.0,59.4,60.0,1685.54,7676.21,6041.88,7674.15,14.96,68.15,53.64,68.13,0.0,99.0,48.82,62.0,
NVIDIA GeForce GTX 1080 Ti,sha256crypt$5$ SHA256(Unix),dict2,97.0,111.0,104.22,103.0,51.0,95.0,89.22,95.0,57.0,59.0,57.78,57.0,1664.04,8844.21,7527.76,8830.96,14.77,78.52,66.83,78.4,0.0,100.0,69.64,95.0,
NVIDIA GeForce GTX 1080 Ti,sha512crypt$6$ SHA512(Unix),dict2,63.0,78.0,69.0,67.0,72.0,88.0,84.08,85.0,58.0,61.0,59.15,59.0,1635.34,3250.64,2878.78,3250.64,14.52,28.86,25.56,28.86,0.0,95.0,72.15,93.0,
NVIDIA GeForce GTX 1080 Ti,SNMPv3HMAC-MD5-96-HMAC-SHA1-968,dict2,129.0,129.0,129.0,129.0,92.0,92.0,92.0,92.0,59.0,59.0,59.0,59.0,1649.43,10339.35,8758.5,10337.85,14.64,91.79,77.76,91.78,0.0,100.0,78.18,91.0,
NVIDIA GeForce GTX 1080 Ti,SNMPv3HMAC-SHA224-1288,dict2,134.0,134.0,134.0,134.0,92.0,92.0,92.0,92.0,59.0,59.0,59.0,59.0,1537.33,10263.98,8724.11,10263.98,13.65,91.12,77.45,91.12,0.0,100.0,77.82,100.0,
NVIDIA GeForce GTX 1080 Ti,SNMPv3HMAC-SHA256-19288,dict2,134.0,134.0,134.0,134.0,92.0,92.0,92.0,92.0,60.0,60.0,60.0,60.0,1537.33,10263.98,8724.11,10263.98,13.65,91.12,77.45,91.12,0.0,100.0,77.29,100.0,
NVIDIA GeForce GTX 1080 Ti,SNMPv3HMAC-SHA384-2568,dict2,70.0,72.0,71.2,71.0,97.0,98.0,97.6,98.0,58.0,59.0,58.6,59.0,1537.33,10271.73,9243.68,10271.73,13.65,91.19,82.06,91.19,0.0,100.0,81.41,100.0,
NVIDIA GeForce GTX 1080 Ti,SNMPv3HMAC-SHA512-3848,dict2,69.0,72.0,70.6,71.0,97.0,98.0,97.2,97.0,57.0,59.0,58.0,58.0,1533.93,10273.23,9245.11,10273.23,13.62,91.2,82.08,91.2,0.0,100.0,81.35,100.0,
NVIDIA GeForce GTX 1080 Ti,SolarWindsOrion,dict2,31.0,35.0,32.5,32.0,65.0,68.0,67.33,67.0,58.0,61.0,58.61,58.5,1658.7,10463.98,9489.37,10463.35,14.73,92.9,84.25,92.89,0.0,100.0,62.41,68.0,
NVIDIA GeForce GTX 1080 Ti,SolarWindsOrionv2,dict2,32.0,36.0,33.06,32.5,66.0,77.0,68.5,67.5,57.0,60.0,58.11,58.0,1658.05,10463.41,9786.06,10463.35,14.72,92.89,86.88,92.89,0.0,100.0,63.65,68.0,
NVIDIA GeForce GTX 1080 Ti,SQLCipher,dict2,17.0,19.0,17.78,17.5,84.0,89.0,86.67,87.0,57.0,60.0,58.0,58.0,1652.37,7301.66,6785.58,7298.73,14.67,64.82,60.24,64.8,0.0,85.0,70.68,83.0,
NVIDIA GeForce GTX 1080 Ti,StargazerStellarWalletXLM,dict2,294.0,294.0,294.0,294.0,40.0,76.0,58.0,58.0,59.0,59.0,59.0,59.0,1603.68,7588.98,5024.03,7588.98,14.24,67.37,44.6,67.37,0.0,97.0,34.43,1.0,
NVIDIA GeForce GTX 1080 Ti,TelegramDesktop-=v2.1.14(PBKDF2-HMAC-SHA512),dict2,1.0,1.0,1.0,1.0,87.0,92.0,88.11,88.0,58.0,59.0,58.33,58.0,1650.08,3098.73,2991.5,3098.73,14.65,27.51,26.56,27.51,0.0,85.0,74.89,84.0,
NVIDIA GeForce GTX 1080 Ti,TelegramDesktop-v2.1.14(PBKDF2-HMAC-SHA1),dict2,80.0,86.0,82.73,82.0,53.0,87.0,82.09,85.0,58.0,60.0,58.64,58.0,1657.49,7642.79,6722.02,7642.79,14.71,67.85,59.68,67.85,0.0,98.0,64.46,82.0,
NVIDIA GeForce GTX 1080 Ti,TrueCrypt 5.0+ PBKDF2-HMAC-RIPEMD160 + AES (legacy),dict2,191.0,191.0,191.0,191.0,39.0,66.0,59.25,66.0,55.0,55.0,55.0,55.0,2136.7,9813.85,7255.96,9800.29,18.97,87.13,64.42,87.01,1.0,98.0,43.44,71.0,
