GPU,HASH,CONFIG,SPEED_MIN,SPEED_MAX,SPEED_MEAN,SPEED_MEDIAN,UTIL_MIN,UTIL_MAX,UTIL_MEAN,UTIL_MEDIAN,TEMP_MIN,TEMP_MAX,TEMP_MEAN,TEMP_MEDIAN,MEM_USED_MIN,MEM_USED_MAX,MEM_USED_MEAN,MEM_USED_MEDIAN,MEM_UTIL_MIN,MEM_UTIL_MAX,MEM_UTIL_MEAN,MEM_UTIL_MEDIAN,BUS_UTIL_MIN,BUS_UTIL_MAX,BUS_UTIL_MEAN,BUS_UTIL_MEDIAN
NVIDIA GeForce GTX 1080 Ti,KeePass1AES-withoutkeyfile,dict1,317.0,317.0,317.0,317.0,81.0,81.0,81.0,81.0,58.0,58.0,58.0,58.0,1606.46,6103.11,4177.02,6103.11,14.26,54.18,37.08,54.18,3.0,71.0,25.57,3.0,
NVIDIA GeForce GTX 1080 Ti,KNXIPSecure-DeviceAuthenticationCode,dict1,110.0,110.0,110.0,110.0,59.0,67.0,64.57,65.0,57.0,57.0,57.0,57.0,1619.14,7619.04,5819.26,7619.04,14.37,67.64,51.66,67.64,2.0,72.0,49.4,68.0,
NVIDIA GeForce GTX 1080 Ti,MSOffice2013,dict1,35.0,35.0,35.0,35.0,82.0,87.0,83.28,83.0,58.0,59.0,58.94,59.0,1601.21,2611.11,2479.66,2603.54,14.22,23.18,22.01,23.11,2.0,83.0,70.62,81.0,
NVIDIA GeForce GTX 1080 Ti,MSOffice2016-SheetProtection,dict1,38.0,38.0,38.0,38.0,90.0,91.0,90.28,90.0,58.0,59.0,58.39,58.0,1643.27,6283.92,5856.32,6276.42,14.59,55.79,51.99,55.72,2.0,94.0,76.05,94.0,
NVIDIA GeForce GTX 1080 Ti,MultiBitClassic.wallet(scrypt),dict1,93.0,93.0,93.0,93.0,99.0,99.0,99.0,99.0,59.0,59.0,59.0,59.0,1626.25,9091.54,7594.27,9083.79,14.44,80.71,67.42,80.64,2.0,100.0,70.3,99.0,
NVIDIA GeForce GTX 1080 Ti,MultiBitHD(scrypt),dict1,93.0,93.0,93.0,93.0,99.0,99.0,99.0,99.0,58.0,58.0,58.0,58.0,1640.21,9104.86,7069.2,9104.86,14.56,80.83,62.76,80.83,2.0,100.0,64.09,99.0,
NVIDIA GeForce GTX 1080 Ti,OpenDocumentFormat(ODF)1.2(SHA-256 AES),dict1,104.0,105.0,104.75,105.0,46.0,77.0,72.38,76.0,56.0,56.0,56.0,56.0,1966.18,6909.23,6007.03,6901.48,17.46,61.34,53.33,61.27,2.0,98.0,56.09,73.0,
NVIDIA GeForce GTX 1080 Ti,PDF1.7Level8(Acrobat10-11),dict1,50.0,50.0,50.0,50.0,62.0,100.0,97.0,99.0,57.0,57.0,57.0,57.0,1609.81,6431.11,5627.42,6431.11,14.29,57.09,49.96,57.09,2.0,100.0,75.22,98.0,
NVIDIA GeForce GTX 1080 Ti,Pythonpasslibpbkdf2-sha1,dict1,188.0,191.0,190.0,191.0,28.0,72.0,57.33,72.0,60.0,61.0,60.67,61.0,1970.21,7828.86,5886.31,7821.36,17.49,69.5,52.26,69.44,2.0,73.0,43.0,53.0,
NVIDIA GeForce GTX 1080 Ti,Pythonpasslibpbkdf2-sha256,dict1,438.0,438.0,438.0,438.0,46.0,46.0,46.0,46.0,62.0,62.0,62.0,62.0,1975.71,7960.36,4970.05,4971.22,17.54,70.67,44.12,44.13,2.0,71.0,35.5,34.0,
NVIDIA GeForce GTX 1080 Ti,Pythonpasslibpbkdf2-sha512,dict1,246.0,246.0,246.0,246.0,87.0,87.0,87.0,87.0,62.0,62.0,62.0,62.0,1982.08,8302.73,6196.04,8302.73,17.6,73.71,55.01,73.71,2.0,78.0,37.56,20.0,
NVIDIA GeForce GTX 1080 Ti,RAR3-hp,dict1,73.0,73.0,73.0,73.0,44.0,100.0,94.1,100.0,57.0,57.0,57.0,57.0,1609.81,7491.11,6586.34,7491.11,14.29,66.5,58.47,66.5,2.0,100.0,71.23,99.0,
NVIDIA GeForce GTX 1080 Ti,RAR3-p(Compressed),dict1,72.0,72.0,72.0,72.0,78.0,100.0,97.3,100.0,58.0,59.0,58.2,58.0,1635.64,7768.29,6825.56,7768.29,14.52,68.97,60.6,68.97,2.0,100.0,79.23,99.0,
NVIDIA GeForce GTX 1080 Ti,RAR3-p(Uncompressed),dict1,72.0,72.0,72.0,72.0,99.0,100.0,99.6,100.0,57.0,57.0,57.0,57.0,1647.75,7526.67,6622.27,7526.67,14.63,66.82,58.79,66.82,2.0,100.0,70.85,99.0,
NVIDIA GeForce GTX 1080 Ti,RAR5,dict1,235.0,235.0,235.0,235.0,26.0,65.0,52.0,65.0,56.0,56.0,56.0,56.0,1598.96,7587.61,5022.93,7583.61,14.2,67.36,44.59,67.33,2.0,72.0,32.0,3.0,
NVIDIA GeForce GTX 1080 Ti,sha512crypt$6$ SHA512(Unix),dict1,176.0,229.0,196.5,190.5,94.0,95.0,94.75,95.0,59.0,59.0,59.0,59.0,1725.82,3343.87,2736.23,3341.12,15.32,29.69,24.29,29.66,2.0,94.0,48.25,48.5,
NVIDIA GeForce GTX 1080 Ti,SolarWindsOrion,dict1,316.0,316.0,316.0,316.0,68.0,68.0,68.0,68.0,56.0,56.0,56.0,56.0,1966.18,10239.98,8401.43,10239.98,17.46,90.91,74.59,90.91,2.0,100.0,60.78,70.0,
NVIDIA GeForce GTX 1080 Ti,SQLCipher,dict1,187.0,187.0,187.0,187.0,43.0,85.0,64.0,64.0,58.0,58.0,58.0,58.0,1638.64,7287.29,5673.64,7287.29,14.55,64.7,50.37,64.7,2.0,84.0,42.86,43.0,
NVIDIA GeForce GTX 1080 Ti,TelegramDesktop-=v2.1.14(PBKDF2-HMAC-SHA512),dict1,15.0,15.0,15.0,15.0,92.0,94.0,92.56,92.5,56.0,57.0,56.83,57.0,1630.89,3094.79,2932.51,3087.29,14.48,27.48,26.03,27.41,2.0,86.0,73.43,85.0,
NVIDIA GeForce GTX 1080 Ti,TrueCrypt 5.0+ Whirlpool + AES-Twofish (legacy),dict1,368.0,368.0,368.0,368.0,87.0,87.0,87.0,87.0,59.0,59.0,59.0,59.0,2019.6,9718.33,7518.79,9718.33,17.93,86.28,66.75,86.28,0.0,95.0,39.71,42.0,
NVIDIA GeForce GTX 1080 Ti,TrueCrypt 5.0+ Whirlpool + Serpent-AES (legacy),dict1,326.0,326.0,326.0,326.0,46.0,46.0,46.0,46.0,60.0,60.0,60.0,60.0,2020.54,9719.83,6832.76,9719.83,17.94,86.29,60.66,86.29,0.0,98.0,30.0,1.0,
NVIDIA GeForce GTX 1080 Ti,TrueCrypt 5.0+ Whirlpool + Twofish-Serpent (legacy),dict1,300.0,300.0,300.0,300.0,31.0,73.0,52.0,52.0,62.0,62.0,62.0,62.0,2008.41,9707.71,6820.63,9707.71,17.83,86.18,60.55,86.18,0.0,88.0,35.0,25.0,
NVIDIA GeForce GTX 1080 Ti,TrueCryptWhirlpool+XTS1024bit,dict1,77.0,99.0,92.73,99.0,82.0,94.0,90.55,93.0,60.0,61.0,60.64,61.0,1643.27,3253.92,2985.75,3253.92,14.59,28.89,26.51,28.89,3.0,97.0,72.42,95.0,
NVIDIA GeForce GTX 1080 Ti,TrueCryptWhirlpool+XTS512bit,dict1,154.0,197.0,180.0,184.5,93.0,93.0,93.0,93.0,59.0,59.0,59.0,59.0,1636.62,3247.92,2644.78,3247.92,14.53,28.83,23.48,28.83,2.0,94.0,54.5,80.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + AES (legacy),dict1,5.0,5.0,5.0,5.0,74.0,85.0,80.06,80.0,55.0,56.0,55.89,56.0,2019.35,3860.64,3763.75,3860.64,17.93,34.27,33.41,34.27,0.0,84.0,68.0,73.5,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + AES-Twofish (legacy),dict1,3.0,3.0,3.0,3.0,83.0,92.0,86.39,86.0,56.0,57.0,56.11,56.0,2016.5,3893.14,3765.96,3889.71,17.9,34.56,33.43,34.53,0.0,97.0,71.56,75.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + boot-mode + AES (legacy),dict1,11.0,11.0,11.0,11.0,74.0,76.0,75.17,75.0,59.0,60.0,59.78,60.0,1989.36,3830.22,3704.48,3830.22,17.66,34.0,32.89,34.0,2.0,84.0,73.07,82.5,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + boot-mode + AES-Twofish (legacy),dict1,4.0,4.0,4.0,4.0,83.0,85.0,84.0,84.0,58.0,58.0,58.0,58.0,1984.39,3868.54,3696.92,3861.04,17.62,34.34,32.82,34.28,2.0,84.0,72.0,80.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + boot-mode + AES-Twofish-Serpent (legacy),dict1,4.0,4.0,4.0,4.0,77.0,80.0,77.78,78.0,57.0,58.0,57.33,57.0,1971.82,3886.22,3733.93,3882.47,17.51,34.5,33.15,34.47,2.0,87.0,74.03,81.5,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Serpent (legacy),dict1,5.0,5.0,5.0,5.0,75.0,84.0,79.89,80.0,58.0,58.0,58.0,58.0,2012.5,3853.14,3756.36,3853.14,17.87,34.21,33.35,34.21,0.0,83.0,67.61,74.5,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Serpent-AES (legacy),dict1,3.0,3.0,3.0,3.0,84.0,90.0,87.0,87.0,60.0,60.0,60.0,60.0,2016.93,3901.58,3776.27,3901.58,17.91,34.64,33.53,34.64,0.0,83.0,70.31,75.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Serpent-Twofish-AES (legacy),dict1,1.0,1.0,1.0,1.0,78.0,88.0,82.5,82.5,58.0,59.0,58.28,58.0,2016.93,3927.58,3850.35,3923.58,17.91,34.87,34.18,34.83,0.0,85.0,74.71,77.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Twofish (legacy),dict1,5.0,5.0,5.0,5.0,74.0,85.0,80.72,81.0,58.0,59.0,58.11,58.0,2016.29,3857.39,3756.92,3855.89,17.9,34.25,33.35,34.23,0.0,83.0,67.68,75.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-RIPEMD160 + Twofish-Serpent (legacy),dict1,1.0,1.0,1.0,1.0,83.0,90.0,85.39,85.0,60.0,60.0,60.0,60.0,2014.6,3891.89,3766.77,3891.89,17.89,34.55,33.44,34.55,0.0,94.0,71.22,75.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + AES (legacy),dict1,8.0,8.0,8.0,8.0,72.0,86.0,75.44,73.5,59.0,60.0,59.56,60.0,2016.66,3857.58,3695.17,3857.58,17.9,34.25,32.81,34.25,0.0,80.0,65.5,78.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + AES-Twofish (legacy),dict1,4.0,4.0,4.0,4.0,73.0,89.0,84.67,85.0,57.0,58.0,57.67,58.0,2006.0,3878.64,3742.04,3878.64,17.81,34.43,33.22,34.43,0.0,90.0,69.1,75.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + boot-mode + PIM + AES 16 (legacy),dict1,21.0,21.0,21.0,21.0,71.0,73.0,72.17,72.0,58.0,59.0,58.28,58.0,1990.7,3876.47,3694.6,3818.91,17.67,34.41,32.8,33.9,3.0,84.0,68.81,80.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + boot-mode + Serpent-AES (legacy),dict1,12.0,12.0,12.0,12.0,83.0,85.0,83.11,83.0,59.0,60.0,59.94,60.0,2012.37,3897.93,3704.47,3890.79,17.87,34.61,32.89,34.54,0.0,88.0,71.67,81.5,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + boot-mode + Serpent-Twofish-AES (legacy),dict1,7.0,7.0,7.0,7.0,79.0,80.0,79.61,80.0,59.0,60.0,59.61,60.0,2008.26,3942.29,3740.09,3911.85,17.83,35.0,33.2,34.73,0.0,96.0,70.91,79.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + boot-mode + Twofish (legacy),dict1,21.0,21.0,21.0,21.0,72.0,73.0,72.22,72.0,58.0,59.0,58.72,59.0,1975.18,3885.35,3649.7,3853.04,17.54,34.49,32.4,34.21,0.0,88.0,68.54,80.5,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + Serpent (legacy),dict1,8.0,8.0,8.0,8.0,71.0,81.0,75.56,76.0,57.0,58.0,57.39,57.0,2016.29,3857.58,3695.15,3857.58,17.9,34.25,32.8,34.25,1.0,80.0,66.71,78.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + Serpent-AES (legacy),dict1,4.0,4.0,4.0,4.0,79.0,90.0,84.94,85.0,59.0,59.0,59.0,59.0,2016.0,3891.02,3751.78,3888.64,17.9,34.54,33.31,34.52,0.0,80.0,68.68,75.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + Serpent-Twofish-AES (legacy),dict1,2.0,3.0,2.5,2.5,78.0,79.0,78.11,78.0,61.0,61.0,61.0,61.0,2010.87,3913.52,3791.66,3907.52,17.85,34.74,33.66,34.69,1.0,96.0,75.77,78.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + Twofish (legacy),dict1,8.0,8.0,8.0,8.0,71.0,72.0,71.72,72.0,59.0,60.0,59.17,59.0,2016.29,3860.33,3696.77,3860.33,17.9,34.27,32.82,34.27,1.0,82.0,65.06,78.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA256 + Twofish-Serpent (legacy),dict1,4.0,4.0,4.0,4.0,82.0,92.0,83.63,83.0,57.0,58.0,57.32,57.0,2018.18,3890.83,3753.83,3890.83,17.92,34.54,33.33,34.54,0.0,88.0,69.24,75.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA512 + AES (legacy),dict1,6.0,7.0,6.72,7.0,74.0,86.0,77.61,75.5,58.0,59.0,58.11,58.0,2019.31,3908.54,3777.36,3883.47,17.93,34.7,33.53,34.48,0.0,84.0,68.94,78.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA512 + AES-Twofish (legacy),dict1,4.0,4.0,4.0,4.0,82.0,84.0,82.83,83.0,60.0,60.0,60.0,60.0,1981.2,3914.29,3728.96,3858.79,17.59,34.75,33.11,34.26,2.0,82.0,70.83,79.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA512 + Serpent (legacy),dict1,6.0,7.0,6.94,7.0,74.0,81.0,75.61,75.0,59.0,60.0,59.5,59.5,1988.8,3840.1,3733.26,3840.1,17.66,34.09,33.14,34.09,4.0,79.0,66.26,74.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA512 + Serpent-AES (legacy),dict1,4.0,4.0,4.0,4.0,82.0,83.0,82.94,83.0,57.0,58.0,57.72,58.0,1993.74,3871.04,3775.41,3871.04,17.7,34.37,33.52,34.37,3.0,82.0,72.22,76.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA512 + Serpent-Twofish-AES (legacy),dict1,3.0,3.0,3.0,3.0,87.0,88.0,87.83,88.0,58.0,59.0,58.89,59.0,2001.89,3912.54,3826.44,3908.54,17.77,34.73,33.97,34.7,3.0,86.0,76.89,80.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA512 + Twofish (legacy),dict1,7.0,7.0,7.0,7.0,75.0,76.0,75.44,75.0,60.0,60.0,60.0,60.0,2002.45,3861.41,3743.36,3845.04,17.78,34.28,33.23,34.14,3.0,78.0,66.23,74.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-SHA512 + Twofish-Serpent (legacy),dict1,4.0,4.0,4.0,4.0,82.0,85.0,83.06,83.0,59.0,60.0,59.17,59.0,2002.55,3907.97,3778.85,3894.66,17.78,34.69,33.55,34.58,2.0,87.0,74.85,81.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-Whirlpool + AES (legacy),dict1,0.0,0.0,0.0,0.0,89.0,92.0,90.44,90.0,58.0,60.0,58.89,59.0,2120.11,3995.41,3952.79,3995.41,18.82,35.47,35.09,35.47,9.0,93.0,85.34,91.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-Whirlpool + Serpent (legacy),dict1,0.0,0.0,0.0,0.0,90.0,91.0,90.22,90.0,59.0,60.0,59.89,60.0,2119.36,3994.66,3952.04,3994.66,18.82,35.46,35.09,35.46,9.0,93.0,88.8,92.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt PBKDF2-HMAC-Whirlpool + Twofish (legacy),dict1,0.0,0.0,0.0,0.0,90.0,91.0,90.61,91.0,59.0,60.0,59.5,59.5,1766.52,3641.23,3573.54,3641.17,15.68,32.33,31.73,32.33,6.0,95.0,86.67,90.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt Streebog-512 + XTS 1024 bit + boot-mode (legacy),dict1,0.0,0.0,0.0,0.0,85.0,86.0,85.16,85.0,60.0,61.0,60.74,61.0,1964.95,3984.85,3904.91,3977.35,17.44,35.38,34.67,35.31,2.0,93.0,86.02,92.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt Streebog-512 + XTS 1536 bit + boot-mode (legacy),dict1,0.0,0.0,0.0,0.0,80.0,82.0,81.11,81.0,57.0,58.0,57.11,57.0,1980.2,4021.6,3953.2,4010.1,17.58,35.7,35.1,35.6,2.0,95.0,88.52,94.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt Streebog-512 + XTS 512 bit (legacy),dict1,0.0,0.0,0.0,0.0,83.0,85.0,83.67,84.0,59.0,60.0,59.11,59.0,1973.93,3992.16,3885.2,3942.57,17.52,35.44,34.49,35.0,2.0,87.0,81.08,86.0,
NVIDIA GeForce GTX 1080 Ti,VeraCrypt Streebog-512 + XTS 512 bit + boot-mode (legacy),dict1,0.0,0.0,0.0,0.0,84.0,86.0,85.0,85.0,58.0,59.0,58.17,58.0,1972.7,3948.85,3792.86,3941.35,17.51,35.06,33.67,34.99,2.0,97.0,81.7,87.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptRIPEMD160+XTS1024bit+boot-mode,dict1,7.0,7.0,7.0,7.0,83.0,84.0,83.78,84.0,58.0,59.0,58.11,58.0,2237.0,4117.74,3956.77,4117.74,19.86,36.56,35.13,36.56,7.0,97.0,71.09,77.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptRIPEMD160+XTS1024bit,dict1,0.0,1.0,0.94,1.0,83.0,85.0,83.28,83.0,60.0,60.0,60.0,60.0,1653.71,3542.04,3407.45,3530.36,14.68,31.45,30.25,31.34,3.0,97.0,72.35,77.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptRIPEMD160+XTS1536bit+boot-mode,dict1,4.0,4.0,4.0,4.0,78.0,87.0,79.0,78.0,57.0,57.0,57.0,57.0,2237.0,4151.74,4003.02,4151.74,19.86,36.86,35.54,36.86,9.0,91.0,78.03,82.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptRIPEMD160+XTS512bit+boot-mode,dict1,11.0,11.0,11.0,11.0,75.0,79.0,75.78,76.0,59.0,60.0,59.89,60.0,2235.94,4081.74,3903.44,4081.74,19.85,36.24,34.65,36.24,7.0,80.0,67.42,76.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptRIPEMD160+XTS512bit,dict1,5.0,5.0,5.0,5.0,74.0,78.0,75.0,75.0,57.0,58.0,57.33,57.0,1639.64,3495.29,3379.39,3470.17,14.56,31.03,30.0,30.81,3.0,80.0,65.53,70.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptSHA256+XTS1024bit+boot-mode,dict1,12.0,12.0,12.0,12.0,82.0,84.0,83.22,83.0,58.0,59.0,58.44,58.0,2241.88,4117.18,3992.24,4117.18,19.9,36.55,35.44,36.55,7.0,84.0,74.2,82.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptSHA256+XTS1024bit,dict1,4.0,4.0,4.0,4.0,82.0,84.0,82.78,83.0,59.0,60.0,59.83,60.0,2235.94,4115.86,3036.58,2381.86,19.85,36.54,26.96,21.15,7.0,83.0,34.81,9.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptSHA256+XTS1536bit+boot-mode,dict1,7.0,7.0,7.0,7.0,79.0,81.0,79.72,80.0,57.0,58.0,57.22,57.0,2143.88,4325.01,3980.08,4141.18,19.03,38.4,35.33,36.76,8.0,89.0,66.23,67.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptSHA256+XTS512bit+boot-mode,dict1,21.0,21.0,21.0,21.0,72.0,73.0,72.44,72.0,60.0,60.0,60.0,60.0,2240.57,4085.3,3945.59,4080.68,19.89,36.27,35.03,36.23,7.0,85.0,71.96,83.0,
NVIDIA GeForce GTX 1080 Ti,VeraCryptSHA256+XTS512bit,dict1,8.0,8.0,8.0,8.0,71.0,74.0,71.72,72.0,59.0,59.0,59.0,59.0,2236.59,4083.8,3265.25,4077.24,19.86,36.26,28.99,36.2,7.0,97.0,43.48,66.0,
